"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","ESC: Economics of Software and Computation","","","","2007 (May 2007)","2013 (November 2013)","http://portal.acm.org/proceedings/esc/","http://portal.acm.org/proceedings/esc/archive/"
"Conference Proceedings","ESEC/FSE: European Software Engineering Conference","","","","1997 (November 1997)","2013 (August 2013)","http://portal.acm.org/proceedings/esec/fse/","http://portal.acm.org/proceedings/esec/fse/archive/"
"Conference Proceedings","ESEM: Empirical Software Engineering and Measurement","","","","2007 (September 2007)","2012 (September 2012)","http://portal.acm.org/proceedings/esem/","http://portal.acm.org/proceedings/esem/archive/"
"Conference Proceedings","ESP: Empirical Studies of Programmers","","","","1997 (October 1997)","1997 (October 1997)","http://portal.acm.org/proceedings/esp/","http://portal.acm.org/proceedings/esp/archive/"
"Conference Proceedings","ESSPE: Engineering of Software Services for Pervasive Environments","","","","2007 (September 2007)","2007 (September 2007)","http://portal.acm.org/proceedings/esspe/","http://portal.acm.org/proceedings/esspe/archive/"
"Conference Proceedings","ESTMED: Embedded Systems for Real Time Multimedia","","","","2006 (October 2006)","2006 (October 2006)","http://portal.acm.org/proceedings/estmed/","http://portal.acm.org/proceedings/estmed/archive/"
"Conference Proceedings","ETOOS: Testing Object-Oriented Systems","","","","2010 (June 2010)","2010 (June 2010)","http://portal.acm.org/proceedings/etoos/","http://portal.acm.org/proceedings/etoos/archive/"
"Conference Proceedings","ETP: Effective Telepresence","","","","2003 (November 2003)","2004 (October 2004)","http://portal.acm.org/proceedings/etp/","http://portal.acm.org/proceedings/etp/archive/"
"Conference Proceedings","ETRA: Eye Tracking Research and Applications","","","","2000 (November 2000)","2012 (March 2012)","http://portal.acm.org/proceedings/etra/","http://portal.acm.org/proceedings/etra/archive/"
"Conference Proceedings","EURO-DAC: European Design Automation","","","","1990 (March 1990)","1996 (September 1996)","http://portal.acm.org/proceedings/euro-dac/","http://portal.acm.org/proceedings/euro-dac/archive/"
"Conference Proceedings","EUROSEC: European Workshop on System Security","","","","2008 (March 2008)","2011 (April 2011)","http://portal.acm.org/proceedings/eurosec/","http://portal.acm.org/proceedings/eurosec/archive/"
"Conference Proceedings","EUSAI: European Union symposium on Ambient intelligence","","","","2004 (November 2004)","2004 (November 2004)","http://portal.acm.org/proceedings/eusai/","http://portal.acm.org/proceedings/eusai/archive/"
"Conference Proceedings","EW: ACM SIGOPS European Workshop","","","","1985 (January 1985)","2004 (September 2004)","http://portal.acm.org/proceedings/ew/","http://portal.acm.org/proceedings/ew/archive/"
"Conference Proceedings","EiMM: Events in Multimedia","","","","2009 (October 2009)","2010 (October 2010)","http://portal.acm.org/proceedings/eimm/","http://portal.acm.org/proceedings/eimm/archive/"
"Conference Proceedings","EmNets: Embedded Networked Sensors","","","","2005 (April 2005)","2007 (June 2007)","http://portal.acm.org/proceedings/emnets/","http://portal.acm.org/proceedings/emnets/archive/"
"Conference Proceedings","Emme: Educational Multimedia and Multimedia Education","","","","2007 (September 2007)","2007 (September 2007)","http://portal.acm.org/proceedings/emme/","http://portal.acm.org/proceedings/emme/archive/"
"Conference Proceedings","Ergo'IA: Ergonomie et Informatique Avancee Conference","","","","2010 (October 2010)","2010 (October 2010)","http://portal.acm.org/proceedings/ergo'ia/","http://portal.acm.org/proceedings/ergo'ia/archive/"
"Conference Proceedings","EuroITV: Interactive TV &#38; Video","","","","2007 (May 2007)","2013 (June 2013)","http://portal.acm.org/proceedings/euroitv/","http://portal.acm.org/proceedings/euroitv/archive/"
"Conference Proceedings","EuroSys: European Conference on Computer Systems","","","","2006 (April 2006)","2013 (April 2013)","http://portal.acm.org/proceedings/eurosys/","http://portal.acm.org/proceedings/eurosys/archive/"
"Conference Proceedings","ExpCS: Experimental Computer Science","","","","2007 (June 2007)","2007 (June 2007)","http://portal.acm.org/proceedings/expcs/","http://portal.acm.org/proceedings/expcs/archive/"
"Conference Proceedings","FAA: Facial Analysis and Animation","","","","2010 (October 2010)","2012 (September 2012)","http://portal.acm.org/proceedings/faa/","http://portal.acm.org/proceedings/faa/archive/"
"Conference Proceedings","FAST: File and Storage Technologies","","","","2005 (December 2005)","2012 (February 2012)","http://portal.acm.org/proceedings/fast/","http://portal.acm.org/proceedings/fast/archive/"
"Conference Proceedings","FDG: Foundations of Digital Games","","","","2009 (April 2009)","2012 (May 2012)","http://portal.acm.org/proceedings/fdg/","http://portal.acm.org/proceedings/fdg/archive/"
"Conference Proceedings","FDNA: Future Directions in Network Architectures","","","","2003 (August 2003)","2004 (August 2004)","http://portal.acm.org/proceedings/fdna/","http://portal.acm.org/proceedings/fdna/archive/"
"Conference Proceedings","FDPE: Functional and Declarative Progamming in Education","","","","2005 (September 2005)","2008 (September 2008)","http://portal.acm.org/proceedings/fdpe/","http://portal.acm.org/proceedings/fdpe/archive/"
"Conference Proceedings","FIT: Frontiers of Information Technology","","","","2009 (December 2009)","2010 (December 2010)","http://portal.acm.org/proceedings/fit/","http://portal.acm.org/proceedings/fit/archive/"
"Conference Proceedings","FLOSS: Emerging Trends in Free/Libre/Open Source Software Research and Development","","","","2007 (May 2007)","2010 (May 2010)","http://portal.acm.org/proceedings/floss/","http://portal.acm.org/proceedings/floss/archive/"
"Conference Proceedings","FMICS: Formal Methods for Industrial Critical Systems","","","","2005 (September 2005)","2005 (September 2005)","http://portal.acm.org/proceedings/fmics/","http://portal.acm.org/proceedings/fmics/archive/"
"Conference Proceedings","FMSE: Formal Methods in Security Engineering","","","","2003 (October 2003)","2008 (October 2008)","http://portal.acm.org/proceedings/fmse/","http://portal.acm.org/proceedings/fmse/archive/"
"Conference Proceedings","FMSP: Formal Methods in Software Practice","","","","1998 (March 1998)","2000 (August 2000)","http://portal.acm.org/proceedings/fmsp/","http://portal.acm.org/proceedings/fmsp/archive/"
"Conference Proceedings","FOAL: Foundations of Aspect-Oriented Languages","","","","2007 (March 2007)","2013 (March 2013)","http://portal.acm.org/proceedings/foal/","http://portal.acm.org/proceedings/foal/archive/"
"Conference Proceedings","FOGA: Foundations of Genetic Algorithms","","","","2007 (January 2007)","2013 (January 2013)","http://portal.acm.org/proceedings/foga/","http://portal.acm.org/proceedings/foga/archive/"
"Conference Proceedings","FOIS: Formal Ontology in Information Systems","","","","2001 (October 2001)","2001 (October 2001)","http://portal.acm.org/proceedings/fois/","http://portal.acm.org/proceedings/fois/archive/"
"Conference Proceedings","FORTH: FORTH","","","","1989 (January 1989)","1992 (December 1993)","http://portal.acm.org/proceedings/forth/","http://portal.acm.org/proceedings/forth/archive/"
"Conference Proceedings","FOSD: Feature-Oriented Software Development","","","","2009 (October 2009)","2013 (October 2013)","http://portal.acm.org/proceedings/fosd/","http://portal.acm.org/proceedings/fosd/archive/"
"Conference Proceedings","FOSE: Future of Software Engineering","","","","2007 (May 2007)","2007 (May 2007)","http://portal.acm.org/proceedings/fose/","http://portal.acm.org/proceedings/fose/archive/"
"Conference Proceedings","FOWANC: Foundations of Wireless Ad-Hoc and Sensor Networking and Computing","","","","2008 (May 2008)","2009 (May 2009)","http://portal.acm.org/proceedings/fowanc/","http://portal.acm.org/proceedings/fowanc/archive/"
"Conference Proceedings","FPCA: Functional Programming Languages and Computer Architecture","","","","1981 (October 1981)","1995 (October 1995)","http://portal.acm.org/proceedings/fpca/","http://portal.acm.org/proceedings/fpca/archive/"
"Conference Proceedings","FPGA: Field Programmable Gate Arrays","","","","1995 (February 1995)","2013 (February 2013)","http://portal.acm.org/proceedings/fpga/","http://portal.acm.org/proceedings/fpga/archive/"
"Conference Proceedings","FPGAworld: FPGAworld","","","","2009 (September 2009)","2013 (September 2013)","http://portal.acm.org/proceedings/fpgaworld/","http://portal.acm.org/proceedings/fpgaworld/archive/"
"Conference Proceedings","FSEDS: Foundations of Software Engineering Doctoral Symposium","","","","2008 (October 2008)","2008 (October 2008)","http://portal.acm.org/proceedings/fseds/","http://portal.acm.org/proceedings/fseds/archive/"
"Conference Proceedings","FSEN: Fundamentals of Software Engineering","","","","2007 (April 2007)","2007 (April 2007)","http://portal.acm.org/proceedings/fsen/","http://portal.acm.org/proceedings/fsen/archive/"
"Conference Proceedings","FSM: Functional Size Measurement","","","","2010 (June 2010)","2010 (June 2010)","http://portal.acm.org/proceedings/fsm/","http://portal.acm.org/proceedings/fsm/archive/"
"Conference Proceedings","FTfJP: Formal Techniques for Java-like Programs","","","","2009 (July 2009)","2013 (July 2013)","http://portal.acm.org/proceedings/ftfjp/","http://portal.acm.org/proceedings/ftfjp/archive/"
"Conference Proceedings","FeBiD: International Workshop on Feedback Control Implementation and Design in Computing Systems and Networks","","","","2010 (April 2010)","2010 (April 2010)","http://portal.acm.org/proceedings/febid/","http://portal.acm.org/proceedings/febid/archive/"
"Conference Proceedings","FoSER: Future of Software Engineering Research ","","","","2010 (November 2010)","2010 (November 2010)","http://portal.acm.org/proceedings/foser/","http://portal.acm.org/proceedings/foser/archive/"
"Conference Proceedings","Fun and Games: Fun and Games","","","","2010 (September 2010)","2010 (September 2010)","http://portal.acm.org/proceedings/funandgames/","http://portal.acm.org/proceedings/funandgames/archive/"
"Conference Proceedings","Future Play: Future Play","","","","2007 (November 2007)","2010 (May 2010)","http://portal.acm.org/proceedings/futureplay/","http://portal.acm.org/proceedings/futureplay/archive/"
"Conference Proceedings","GCE: Grid Computing Environments","","","","2009 (November 2009)","2011 (November 2011)","http://portal.acm.org/proceedings/gce/","http://portal.acm.org/proceedings/gce/archive/"
"Conference Proceedings","GCM: Green Computing","","","","2010 (November 2010)","2011 (December 2011)","http://portal.acm.org/proceedings/gcm/","http://portal.acm.org/proceedings/gcm/archive/"
"Conference Proceedings","GDCSE: Game Development in Computer Science Education","","","","2008 (February 2008)","2008 (February 2008)","http://portal.acm.org/proceedings/gdcse/","http://portal.acm.org/proceedings/gdcse/archive/"
"Conference Proceedings","GEC: Genetic and Evolutionary Computation","","","","2009 (June 2009)","2009 (June 2009)","http://portal.acm.org/proceedings/gec/","http://portal.acm.org/proceedings/gec/archive/"
"Conference Proceedings","GECCO: Genetic and Evolutionary Computation Conference","","","","1996 (July 1996)","2013 (July 2013)","http://portal.acm.org/proceedings/gecco/","http://portal.acm.org/proceedings/gecco/archive/"
"Conference Proceedings","GH: Graphics Hardware","","","","1997 (August 1997)","2008 (June 2008)","http://portal.acm.org/proceedings/gh/","http://portal.acm.org/proceedings/gh/archive/"
"Conference Proceedings","GI: Graphics Interface","","","","2004 (May 2004)","2013 (May 2013)","http://portal.acm.org/proceedings/gi/","http://portal.acm.org/proceedings/gi/archive/"
"Conference Proceedings","GIR: Geographic Information Retrieval","","","","2005 (November 2005)","2010 (February 2010)","http://portal.acm.org/proceedings/gir/","http://portal.acm.org/proceedings/gir/archive/"
"Conference Proceedings","GIS: Geographic Information Systems","","","","1996 (November 1996)","2012 (November 2012)","http://portal.acm.org/proceedings/gis/","http://portal.acm.org/proceedings/gis/archive/"
"Conference Proceedings","GLSVLSI: Great Lakes Symposium on VLSI","","","","1995 (March 1995)","2013 (May 2013)","http://portal.acm.org/proceedings/glsvlsi/","http://portal.acm.org/proceedings/glsvlsi/archive/"
"Conference Proceedings","GMAC: Grids Meets Autonomic Computing","","","","2009 (June 2009)","2010 (June 2010)","http://portal.acm.org/proceedings/gmac/","http://portal.acm.org/proceedings/gmac/archive/"
"Conference Proceedings","GMW: Grid Monitoring","","","","2007 (June 2007)","2007 (June 2007)","http://portal.acm.org/proceedings/gmw/","http://portal.acm.org/proceedings/gmw/archive/"
"Conference Proceedings","GPCE: Generative Programming and Component Engineering","","","","2002 (October 2002)","2013 (October 2013)","http://portal.acm.org/proceedings/gpce/","http://portal.acm.org/proceedings/gpce/archive/"
"Conference Proceedings","GPGPU: General Purpose Processing on Graphics Processing Units","","","","2009 (March 2009)","2012 (March 2012)","http://portal.acm.org/proceedings/gpgpu/","http://portal.acm.org/proceedings/gpgpu/archive/"
"Conference Proceedings","GRAPHITE: Computer Graphics and Interactive Techniques in Australia and South East Asia","","","","2003 (February 2003)","2007 (December 2007)","http://portal.acm.org/proceedings/graphite/","http://portal.acm.org/proceedings/graphite/archive/"
"Conference Proceedings","GRID: Grid Computing","","","","2003 (November 2003)","2008 (September 2008)","http://portal.acm.org/proceedings/grid/","http://portal.acm.org/proceedings/grid/archive/"
